"First","Last","Player","Team","Season","Min","Shots","SoT","Dist","Solo","Goals","xG","xPlace","G.xG","KeyP","Dist.key","Assts","xA","A.xA","xG.xA","xGperShot","xAperPass","GmxGperShot","AmxAperPass"
"Nick","DeLeon","Nick DeLeon","DCU",2013,NA,37,13,23.9380600156757,0.135135135135135,2,2.5763756293001,0.56628860103966,-0.576375629300099,24,24.07280498975,1,1.92163021585393,-0.921630215853929,4.49800584515403,0.0696317737648675,0.0800679256605804,-0.0155777197108135,-0.0384012589939137
"Daniele","Paponi","Daniele Paponi","MTL",2013,NA,29,11,17.4360287253793,0.172413793103448,2,3.52017259540544,-0.455462343037261,-1.52017259540544,13,21.29963643,1,0.975314348185785,0.0246856518142146,4.49548694359123,0.121385261910533,0.0750241806296758,-0.0524197446691532,0.00189889629340113
"Mohammed","Saeid","Mohammed Saeid","CLB",2016,2095,20,3,25.0048939531836,0.5,0,1.08462597712832,-0.752213826450421,-1.08462597712832,37,16.7768650220881,5,3.4005306061796,1.5994693938204,4.48515658330792,0.054231298856416,0.0919062325994487,-0.054231298856416,0.0432289025356864
"Thomas","McNamara","Thomas McNamara","NYC",2015,1396,23,11,20.85439339703,0.0869565217391304,5,2.84297102885392,0.903462078027646,2.15702897114608,16,19.4402243435091,2,1.62619446850342,0.373805531496584,4.46916549735733,0.123607436037127,0.101637154281464,0.0937838683106993,0.0233628457185365
"Ricardo","Villar","Ricardo Villar","FCD",2011,NA,23,6,25.7552740652174,0.260869565217391,0,1.51629623671701,-0.351543997377787,-1.51629623671701,36,22.7989601725,1,2.94337317390457,-1.94337317390457,4.45966941062158,0.0659259233355222,0.0817603659417936,-0.0659259233355222,-0.0539825881640158
"Eric","Ayuk Mbu","Eric Ayuk Mbu","PHI",2015,1402,15,5,17.4517255656906,0.2,2,1.729056443789,-0.0587696446225738,0.270943556211003,12,13.3694488065968,2,2.7148094266232,-0.714809426623203,4.4438658704122,0.115270429585933,0.226234118885267,0.0180629037474002,-0.0595674522186003
"Kyle","Beckerman","Kyle Beckerman","RSL",2013,NA,46,17,28.1258548723913,0.304347826086957,4,1.90854036999204,2.35095530855671,2.09145963000796,28,23.0598262303214,4,2.5240419937711,1.4759580062289,4.43258236376314,0.0414900080433052,0.0901443569203964,0.0454665136958252,0.0527127859367465
"Shea","Salinas","Shea Salinas","SJE",2012,NA,17,5,21.8506171104118,0.176470588235294,1,1.7088589844174,-0.161827712411764,-0.708858984417401,23,14.2205717325652,5,2.71344612778497,2.28655387221503,4.42230511220237,0.100521116730435,0.117975918599347,-0.0416975873186707,0.0994153857484795
"Luis","Gil","Luis Gil","RSL",2013,NA,36,13,21.5058008665556,0.111111111111111,5,2.95378471753611,0.86061992625608,2.04621528246389,19,23.6953585002105,0,1.46564200707028,-1.46564200707028,4.41942672460639,0.0820495754871141,0.0771390530036988,0.0568393134017748,-0.0771390530036988
"Jordan","Hamilton","Jordan Hamilton","TOR",2016,951,20,12,16.2558972074925,0.15,3,2.78456395696232,-0.354935269600869,0.215436043037683,15,24.9749336605558,1,1.63324922047361,-0.633249220473607,4.41781317743592,0.139228197848116,0.108883281364907,0.0107718021518841,-0.0422166146982405
"Brad","Evans","Brad Evans","SEA",2014,NA,8,2,18.688525876625,0.125,0,1.04514065831019,-0.313881911654621,-1.04514065831019,31,20.6324703425161,4,3.37094336317095,0.629056636829054,4.41608402148113,0.130642582288774,0.108740108489385,-0.130642582288774,0.0202921495751308
"Keon","Daniel","Keon Daniel","PHI",2013,NA,27,5,26.8559453974074,0.555555555555556,0,1.61318522102666,-0.982396365105329,-1.61318522102666,33,21.3029004977879,1,2.78900504555459,-1.78900504555459,4.40219026658125,0.0597476007787651,0.0845153044107451,-0.0597476007787651,-0.0542122741077148
"Dax","McCarty","Dax McCarty","NYRB",2012,NA,40,10,24.60678149355,0.375,3,2.07256340139626,0.802441792971498,0.927436598603743,30,23.4815245326333,2,2.31431772230113,-0.314317722301132,4.38688112369739,0.0518140850349064,0.0771439240767044,0.0231859149650936,-0.0104772574100377
"Hector","Jimenez","Hector Jimenez","CLB",2014,NA,23,7,24.3452090195652,0.260869565217391,1,1.66561474813484,-0.516414502021806,-0.665614748134841,27,18.0132194345926,3,2.71308178946952,0.286918210530479,4.37869653760436,0.0724180325276018,0.100484510721093,-0.0289397716580366,0.0106266003900177
"Maurice","Edu","Maurice Edu","PHI",2015,2089,22,4,18.7891215143769,0.409090909090909,1,3.35315707099169,-1.64349464052148,-2.35315707099169,10,19.8057282845908,1,1.01413935874059,-0.0141393587405873,4.36729642973228,0.152416230499622,0.101413935874059,-0.106961685045077,-0.00141393587405873
"Mauro","Diaz","Mauro Diaz","FCD",2014,NA,20,6,22.6128158675,0.55,3,1.52575869159502,0.508316562462042,1.47424130840498,22,17.4233126152273,2,2.83986996119104,-0.839869961191041,4.36562865278606,0.0762879345797512,0.129084998235956,0.0737120654202488,-0.0381759073268655
"Michael","Farfan","Michael Farfan","PHI",2011,NA,23,6,22.8536133123478,0.217391304347826,2,2.09444825620078,-0.761653495930863,-0.0944482562007752,20,22.80616837875,3,2.2437495216694,0.756250478330604,4.33819777787017,0.0910629676609033,0.11218747608347,-0.00410644592177284,0.0378125239165302
"Sheanon","Williams","Sheanon Williams","PHI",2012,NA,14,6,26.4754751115714,0.214285714285714,1,1.56060619667792,0.468791793322465,-0.560606196677918,24,17.03405114775,2,2.77030492328661,-0.77030492328661,4.33091111996453,0.11147187119128,0.115429371803609,-0.0400432997627084,-0.0320960384702754
"Hendry","Thomas","Hendry Thomas","COL",2013,NA,33,5,22.243215080303,0.333333333333333,2,2.75246267589618,-1.29351183259762,-0.752462675896177,10,21.35066487,1,1.57683358075137,-0.576833580751374,4.32929625664755,0.0834079598756417,0.157683358075137,-0.0228018992695811,-0.0576833580751374
"John","Goossens","John Goossens","CHI",2016,1347,32,11,30.1267626150033,0.25,3,1.40213132524666,-0.0168477376511824,1.59786867475334,29,15.363055191406,4,2.92112659402097,1.07887340597903,4.32325791926763,0.0438166039139581,0.100728503242102,0.0499333960860419,0.0372025312406562
"Collen","Warner","Collen Warner","MTL",2012,NA,32,2,23.9041321508125,0.3125,0,2.5291369671824,-1.43584245570595,-2.5291369671824,22,23.6445133036364,0,1.78392399809236,-1.78392399809236,4.31306096527476,0.0790355302244499,0.0810874544587436,-0.0790355302244499,-0.0810874544587436
"Sal","Zizzo","Sal Zizzo","SKC",2014,NA,19,7,21.9659499794737,0.210526315789474,0,1.56545440013682,-0.883204770631928,-1.56545440013682,12,17.3571154574167,3,2.74239696592241,0.257603034077588,4.30785136605923,0.0823923368493061,0.228533080493534,-0.0823923368493061,0.0214669195064657
"Jose","Correa","Jose Correa","CHV",2012,NA,15,3,11.5502690972667,0.2,2,4.03151604209961,-1.41076983316811,-2.03151604209961,5,25.541813696,0,0.275039214294834,-0.275039214294834,4.30655525639445,0.268767736139974,0.0550078428589669,-0.135434402806641,-0.0550078428589669
"Kevin","Doyle","Kevin Doyle","COL",2015,1573,34,13,18.1864437820255,0.0294117647058824,5,3.74480243380706,0.912099182640417,1.25519756619294,9,24.6937507236157,0,0.561697139636024,-0.561697139636024,4.30649957344308,0.110141248053149,0.0624107932928916,0.0369175754762629,-0.0624107932928916
"Steven","Gerrard","Steven Gerrard","LAG",2015,1218,30,10,24.8430520576677,0.366666666666667,2,2.30440671272324,-0.214817200374069,-0.304406712723235,16,21.006755457611,3,2.00175138021257,0.998248619787425,4.30615809293581,0.0768135570907745,0.125109461263286,-0.0101468904241078,0.0623905387367141
"Diego","Chara","Diego Chara","POR",2013,NA,10,3,19.1534412182,0.3,0,1.55847137931553,-0.32266134713297,-1.55847137931553,28,24.7797305165714,2,2.74418801972323,-0.744188019723232,4.30265939903876,0.155847137931553,0.0980067149901154,-0.155847137931553,-0.026578143561544
"Ned","Grabavoy","Ned Grabavoy","RSL",2014,NA,28,10,21.5168740357143,0.25,2,2.22908055734391,-0.652856878946773,-0.229080557343911,30,25.4917685968,3,2.07067053663652,0.929329463363479,4.29975109398043,0.0796100199051397,0.0690223512212174,-0.00818144847656824,0.0309776487787826
"Bright","Dike","Bright Dike","POR",2012,NA,29,12,15.7938128882414,0.172413793103448,5,4.13238978843842,-0.0517789824349881,0.86761021156158,4,25.058841205,0,0.167108582839181,-0.167108582839181,4.2994983712776,0.142496199601325,0.0417771457097952,0.0299175935021235,-0.0417771457097952
"Steven","Lenhart","Steven Lenhart","SJE",2014,NA,31,12,14.111042643871,0.161290322580645,1,3.32751931480998,-0.36161763727184,-2.32751931480998,12,27.1524789308333,1,0.968128547068743,0.0318714529312566,4.29564786187872,0.107339332735806,0.0806773789223953,-0.0750812682196767,0.00265595441093805
"Charlie","Davies","Charlie Davies","NER",2014,NA,17,8,17.0460149455882,0.235294117647059,3,2.53600566532594,0.455365260209191,0.463994334674056,15,20.9259198222667,4,1.7580726950263,2.2419273049737,4.29407836035225,0.149176803842703,0.117204846335087,0.0272937843925915,0.14946182033158
"Marco","Delgado","Marco Delgado","TOR",2017,2155,18,4,23.2535930861505,0.444444444444444,3,2.09240043710141,-0.112623429686963,0.907599562898593,27,24.7043959443518,2,2.20122644503538,-0.20122644503538,4.29362688213679,0.116244468727856,0.0815269053716807,0.0504221979388107,-0.00745283129760666
"Steven","Lenhart","Steven Lenhart","SJE",2013,NA,35,13,15.4212053827429,0.114285714285714,4,3.25444863202507,1.96883808117694,0.745551367974928,16,21.76363871,2,1.03708790543263,0.962912094567371,4.2915365374577,0.0929842466292878,0.0648179940895393,0.0213014676564265,0.0601820059104607
"Sam","Cronin","Sam Cronin","SJE",2014,NA,26,6,28.6102113007692,0.153846153846154,2,1.36964466047865,0.310379308173789,0.630355339521348,39,20.7066704046154,0,2.90387263871174,-2.90387263871174,4.27351729919039,0.0526786407876405,0.0744582727874805,0.0242444361354365,-0.0744582727874805
"Alan","Gordon","Alan Gordon","LAG",2016,800,15,6,11.8558335949128,0.0666666666666667,3,3.09864496053522,-1.01660069961291,-0.0986449605352237,5,16.052327601576,1,1.1621272542527,-0.162127254252698,4.26077221478792,0.206576330702348,0.23242545085054,-0.00657633070234825,-0.0324254508505395
"Carlos","Rivas","Carlos Rivas","ORL",2016,883,34,7,24.6861722049785,0.411764705882353,3,2.32024955901492,-0.43935818203502,0.679750440985081,15,19.0245584635657,3,1.93159610911109,1.06840389088891,4.25184566812601,0.0682426340886741,0.12877307394074,0.019992660028973,0.0712269260592604
"Collen","Warner","Collen Warner","RSL",2011,NA,16,8,22.7680101178125,0.125,0,1.7452032297351,0.278271173943361,-1.7452032297351,21,21.0426564435238,4,2.50226707987457,1.49773292012543,4.24747030960967,0.109075201858444,0.119155575232122,-0.109075201858444,0.0713206152440682
"Razvan","Cocis","Razvan Cocis","CHI",2016,2026,28,10,21.2708413116106,0.107142857142857,5,2.10423924249104,0.822052703645376,2.89576075750896,18,23.1087604991129,2,2.13842679782937,-0.138426797829365,4.2426660403204,0.075151401517537,0.118801488768298,0.103420027053892,-0.00769037765718697
"Roger","Torres","Roger Torres","PHI",2011,NA,24,6,27.9568431079167,0.291666666666667,3,1.44556040666786,0.226758563573067,1.55443959333214,26,19.5985912651923,2,2.79462200206223,-0.794622002062228,4.24018240873008,0.0602316836111607,0.107485461617778,0.0647683163888393,-0.0305623846947011
"Brek","Shea","Brek Shea","VAN",2017,1401,22,8,18.7284437927034,0.181818181818182,4,1.80347037247039,0.986430629410322,2.19652962752961,19,16.3283552910626,2,2.43090995310981,-0.43090995310981,4.2343803255802,0.0819759260213813,0.127942629111043,0.0998422557968005,-0.0226794712163058
"Benoit","Cheyrou","Benoit Cheyrou","TOR",2015,2520,33,7,24.8308961465662,0.424242424242424,1,2.1159605909245,0.0325780014504926,-1.1159605909245,20,20.8971580715447,3,2.11062637361895,0.88937362638105,4.22658696454345,0.0641200179068029,0.105531318680947,-0.0338169876037726,0.0444686813190525
"Olmes","Garcia","Olmes Garcia","RSL",2014,NA,31,12,20.0142879382903,0.0645161290322581,3,3.29426492431912,-0.461395015117688,-0.294264924319123,6,16.8456748866667,0,0.932049938735871,-0.932049938735871,4.22631486305499,0.106266610461907,0.155341656455979,-0.0094924169135201,-0.155341656455979
"Ned","Grabavoy","Ned Grabavoy","RSL",2012,NA,10,5,17.665254344,0.1,0,1.19723832211569,0.469419193512176,-1.19723832211569,28,21.9217482013214,2,3.02193729476103,-1.02193729476103,4.21917561687672,0.119723832211569,0.107926331955751,-0.119723832211569,-0.0364977605271795
"Abdoulie","Mansally","Abdoulie Mansally","NER",2011,NA,29,4,26.5248716097931,0.310344827586207,0,2.29364010708219,-1.64988332372555,-2.29364010708219,20,15.55301602985,2,1.91746948442254,0.0825305155774612,4.21110959150473,0.0790910381752478,0.0958734742211269,-0.0790910381752478,0.00412652577887306
"Jelle","Van Damme","Jelle Van Damme","LAG",2016,2576,24,2,17.5783163165568,0.166666666666667,0,1.48977488694774,-1.41161587883312,-1.48977488694774,9,14.8248141510397,2,2.71906771304515,-0.719067713045152,4.20884259999289,0.0620739536228223,0.302118634782795,-0.0620739536228223,-0.0798964125605724
"Gilberto","Gilberto","Gilberto","CHI",2015,713,37,14,19.0249568891685,0.216216216216216,5,3.34838487168098,1.04301663020469,1.65161512831902,7,19.3262799564959,1,0.857208637263795,0.142791362736205,4.20559350894477,0.0904968884238102,0.122458376751971,0.0446382467113249,0.0203987661051721
"Conor","Casey","Conor Casey","COL",2011,NA,18,10,17.9346157062778,0.222222222222222,6,3.2337531956743,0.650432000247052,2.7662468043257,12,22.706201732,0,0.968421512699297,-0.968421512699297,4.2021747083736,0.179652955315239,0.0807017927249414,0.153680378018094,-0.0807017927249414
"Dominic","Oduro","Dominic Oduro","MTL",2017,1513,26,10,18.7329719572825,0.0769230769230769,1,2.7398517013344,-1.02555891055846,-1.7398517013344,15,21.7563654159492,0,1.4524562582366,-1.4524562582366,4.192307959571,0.105378911589785,0.0968304172157736,-0.0669173731282461,-0.0968304172157736
"Will","Johnson","Will Johnson","ORL",2017,2171,32,12,25.3435424379097,0.3125,2,1.88867585671004,-0.216875974188833,0.111324143289957,23,22.044276133881,3,2.29718521082071,0.702814789179293,4.18586106753075,0.0590211205221888,0.0998776178617699,0.00347887947781116,0.0305571647469258
"Gonzalo","Segares","Gonzalo Segares","CHI",2012,NA,15,8,19.6293280286,0.266666666666667,3,1.66527109605464,0.758817434474893,1.33472890394536,22,18.7970637607727,0,2.51876678942445,-2.51876678942445,4.18403788547909,0.111018073070309,0.114489399519293,0.0889819269296906,-0.114489399519293
"Bobby","Boswell","Bobby Boswell","HOU",2012,NA,20,7,13.1428182476,0.2,2,1.99812756745973,-0.105347418019959,0.00187243254026823,14,16.9417280374286,1,2.1855107118625,-1.1855107118625,4.18363827932223,0.0999063783729866,0.156107907990179,9.36216270134113e-05,-0.0846793365616073
"Kelvin","Leerdam","Kelvin Leerdam","SEA",2017,1362,16,2,17.4578314756759,0.1875,1,1.39344912892353,-0.469783884893951,-0.39344912892353,18,16.5926599674988,1,2.78744013001404,-1.78744013001404,4.18088925893757,0.0870905705577206,0.15485778500078,-0.0245905705577206,-0.0993022294452242
"Ramiro","Corrales","Ramiro Corrales","SJE",2012,NA,20,6,24.5874318657,0.3,2,1.69371177128809,-1.25300498164824,0.306288228711906,25,18.2000137786,6,2.48579654273552,3.51420345726448,4.17950831402361,0.0846855885644047,0.0994318617094208,0.0153144114355953,0.140568138290579
"Emmanuel","Ekpo","Emmanuel Ekpo","CLB",2011,NA,32,6,27.6720454690625,0.40625,1,1.56848210986625,0.0436782044383763,-0.568482109866253,39,24.4737596928462,1,2.61006956281726,-1.61006956281726,4.17855167268351,0.0490150659333204,0.0669248605850579,-0.0177650659333204,-0.0412838349440323
"Kekuta","Manneh","Kekuta Manneh","VAN",2016,1180,36,18,22.8184467088653,0.333333333333333,5,2.61660709466715,-0.0550481263432614,2.38339290533285,12,18.7355599912853,2,1.56186232833796,0.438137671662037,4.17846942300511,0.0726835304074208,0.130155194028164,0.0662053584814681,0.0365114726385031
"Taylor","Kemp","Taylor Kemp","DCU",2015,2390,7,2,29.7783403601532,0.857142857142857,1,0.323587571415689,0.10785349667822,0.676412428584311,31,13.9736636992829,5,3.85458622896206,1.14541377103794,4.17817380037775,0.046226795916527,0.124341491256841,0.0966303469406159,0.0369488313238044
"Shea","Salinas","Shea Salinas","SJE",2016,1372,18,8,21.6937705371261,0.222222222222222,1,1.42515439933922,0.824123695173342,-0.425154399339224,24,13.6403380770191,5,2.75162172662813,2.24837827337187,4.17677612596736,0.0791752444077347,0.114650905276172,-0.0236196888521791,0.0936824280571611
"Luke","Mulholland","Luke Mulholland","RSL",2015,2435,26,8,25.4091851126801,0.230769230769231,3,1.6440592153926,0.261303061454632,1.3559407846074,18,19.9762857321471,1,2.53126060822421,-1.53126060822421,4.17531982361682,0.0632330467458694,0.14062558934579,0.052151568638746,-0.0850700337902342
"Sean","Franklin","Sean Franklin","LAG",2011,NA,15,7,16.9937334046,0.133333333333333,4,2.0799795227266,-0.236219117044088,1.9200204772734,19,21.2861695028421,3,2.09369919386873,0.906300806131274,4.17367871659533,0.138665301515107,0.110194694414143,0.12800136515156,0.0477000424279618
"Julian","de Guzman","Julian de Guzman","TOR, FCD",2012,NA,32,5,28.8875011606875,0.5625,1,2.00458974604733,-1.37731427751694,-1.00458974604733,19,18.3693430452632,3,2.16852627184103,0.831473728158973,4.17311601788835,0.062643429563979,0.114132961675843,-0.031393429563979,0.0437617751662618
"Omar","Gonzalez","Omar Gonzalez","LAG",2013,NA,19,4,13.2172345884737,0,1,1.84905873882651,-0.959421813912541,-0.849058738826512,14,14.3153137031429,2,2.31747338880938,-0.317473388809385,4.1665321276359,0.097318880990869,0.165533813486385,-0.0446873020435006,-0.0226766706292418
"Nat","Borchers","Nat Borchers","RSL",2011,NA,19,6,9.70970762673684,0.210526315789474,3,2.96770355316598,0.616225600391454,0.032296446834022,4,13.372968016,1,1.18286981045688,-0.182869810456876,4.15057336362285,0.156194923850841,0.295717452614219,0.00169981299126432,-0.045717452614219
"Shalrie","Joseph","Shalrie Joseph","NER, CHV",2012,NA,22,6,24.4486868940909,0.181818181818182,3,1.69566354457546,0.313061211626463,1.30433645542454,28,25.2738157691071,2,2.44167332713451,-0.441673327134508,4.13733687170997,0.0770756156625208,0.0872026188262324,0.0592880207011156,-0.015774047397661
"Daniel","Hernandez","Daniel Hernandez","FCD",2011,NA,29,4,34.0291932293103,0.620689655172414,2,1.84948422724818,-0.501375736151292,0.150515772751817,34,22.2121712595,3,2.28145031214824,0.718549687851759,4.13093453939642,0.0637753181809718,0.0671014797690659,0.00519019906040748,0.0211338143485811
"Edgar","Mejia","Edgar Mejia","CHV",2013,NA,12,4,26.0150090490833,0.5,1,1.47497135251137,-0.366923466268615,-0.474971352511366,36,16.2162967838333,4,2.64704859580693,1.35295140419307,4.1220199483183,0.122914279375947,0.0735291276613036,-0.0395809460426138,0.0375819834498075
"Carlos","Costly","Carlos Costly","HOU",2011,NA,22,3,12.3639012725909,0.0454545454545455,1,3.46727683876794,-2.48918656055008,-2.46727683876794,6,20.6030157383333,0,0.651438444641719,-0.651438444641719,4.11871528340966,0.15760349267127,0.108573074106953,-0.112148947216724,-0.108573074106953
"Lucas","Melano","Lucas Melano","POR",2015,760,27,9,18.0852101443479,0.148148148148148,1,3.20253397574514,-0.633964877215311,-2.20253397574514,10,19.273051102874,3,0.911846558231512,2.08815344176849,4.11438053397665,0.118612369472042,0.0911846558231511,-0.0815753324350052,0.208815344176849
"Bobby","Convey","Bobby Convey","SKC, TOR",2013,NA,17,3,24.8125220805882,0.294117647058824,1,1.16877333333889,0.165640201931773,-0.168773333338887,36,18.8518764233611,3,2.94340130236712,0.0565986976328797,4.11217463570601,0.0687513725493463,0.0817611472879756,-0.00992784313758159,0.00157218604535777
"Josh","Gardner","Josh Gardner","CLB",2011,NA,22,7,30.3682558036364,0.363636363636364,2,0.828905790513409,0.423618358661046,1.17109420948659,25,15.0523303918,2,3.27972735372821,-1.27972735372821,4.10863314424162,0.0376775359324277,0.131189094149129,0.0532315549766632,-0.0511890941491286
"Steve","Birnbaum","Steve Birnbaum","DCU",2017,2366,23,3,12.7468952581942,0.0869565217391304,0,2.73182708754558,-2.6377759401145,-2.73182708754558,9,14.6864603161774,0,1.36572546159162,-1.36572546159162,4.0975525491372,0.118775090762851,0.151747273510181,-0.118775090762851,-0.151747273510181
"Chris","Klute","Chris Klute","COL",2013,NA,5,2,22.07455127,0.2,0,0.386766320081118,-0.202608477336309,-0.386766320081118,30,19.0301419463333,7,3.70956013754782,3.29043986245218,4.09632645762894,0.0773532640162237,0.123652004584927,-0.0773532640162237,0.109681328748406
"Daigo","Kobayashi","Daigo Kobayashi","VAN",2013,NA,18,6,27.0939627258889,0.5,2,1.35089609680436,-0.123228636514398,0.649103903195644,37,20.728162214027,4,2.73759560660569,1.26240439339431,4.08849170341005,0.0750497831557975,0.0739890704488025,0.0360613279553136,0.0341190376593056
"Gabriel","Gomez","Gabriel Gomez","PHI",2012,NA,30,9,26.4405577059667,0.566666666666667,6,2.79129899936275,1.10691240664194,3.20870100063725,14,17.4532022134286,0,1.2933646136572,-1.2933646136572,4.08466361301995,0.0930432999787583,0.0923831866897999,0.106956700021242,-0.0923831866897999
"Patrick","Nyarko","Patrick Nyarko","DCU",2017,1071,18,7,17.6471582450776,0.222222222222222,1,2.00481922171365,-0.332412319954302,-1.00481922171365,17,20.7505702366409,2,2.06829269237955,-0.0682926923795479,4.0731119140932,0.111378845650758,0.121664276022326,-0.0558232900952029,-0.00401721719879694
"Keegan","Rosenberry","Keegan Rosenberry","PHI",2016,3239,21,6,19.0897425946699,0.19047619047619,2,1.90579829721259,-0.0928109559745485,0.0942017027874132,27,20.5429623460815,0,2.16059817447583,-2.16059817447583,4.06639647168842,0.090752299867266,0.0800221546102159,0.0044857953708292,-0.0800221546102159
"James","Riley","James Riley","CHV",2012,NA,10,0,24.877865588,0.5,0,0.475602559462412,-0.475602559462412,-0.475602559462412,29,18.1927182574483,2,3.58217795177115,-1.58217795177115,4.05778051123356,0.0475602559462412,0.123523377647281,-0.0475602559462412,-0.0545578604059017
"Ben","Sweat","Ben Sweat","NYC",2017,2298,15,2,21.4572950552824,0.333333333333333,1,1.12573752947573,-0.858415362635414,-0.125737529475732,23,18.7531769288044,6,2.93184971237252,3.06815028762748,4.05758724184825,0.0750491686317155,0.127471726624892,-0.00838250196504881,0.133397838592499
"Kyle","Beckerman","Kyle Beckerman","RSL",2017,2265,33,13,26.8720347770359,0.272727272727273,4,1.68306274257394,2.05119906280991,2.31693725742606,27,23.5116464477457,0,2.36235804236588,-2.36235804236588,4.04542078493983,0.0510019012901195,0.0874947423098475,0.0702102199220017,-0.0874947423098475
"Kekuta","Manneh","Kekuta Manneh","VAN, CLB",2017,1035,29,11,24.9621385423175,0.206896551724138,4,2.37502452617251,0.323441035449176,1.62497547382749,15,15.6174454628582,3,1.6698592115223,1.3301407884777,4.04488373769481,0.0818973974542245,0.11132394743482,0.0560336370285341,0.0886760525651798
"Dairon","Asprilla","Dairon Asprilla","POR",2015,1098,27,6,20.0843115144923,0.0740740740740741,1,1.94668840584434,-0.815344740436758,-0.946688405844339,12,18.7012933434883,2,2.09343424634034,-0.0934342463403424,4.04012265218468,0.0720995705868274,0.174452853861695,-0.0350625335497903,-0.00778618719502853
"Ricardo","Clark","Ricardo Clark","HOU",2016,2695,43,13,21.4003485392203,0.302325581395349,4,3.17621815301026,-0.536871257630886,0.823781846989744,16,24.4856096526731,2,0.860064932544237,1.13993506745576,4.03628308555449,0.073865538442099,0.0537540582840148,0.0191577173718545,0.0712459417159852
"Blake","Brettschneider","Blake Brettschneider","NER",2012,NA,17,9,13.9280049215294,0.235294117647059,2,3.11608154546955,-1.4590747848549,-1.11608154546955,4,27.7485371745,1,0.917837882388781,0.0821621176112188,4.03391942785833,0.183298914439385,0.229459470597195,-0.0656518556158556,0.0205405294028047
"Harrison","Afful","Harrison Afful","CLB",2017,1879,16,2,28.4200560138447,0.625,0,0.622345356508667,-0.288614712915746,-0.622345356508667,23,17.9895632992012,0,3.41058716406428,-3.41058716406428,4.03293252057294,0.0388965847817917,0.148286398437577,-0.0388965847817917,-0.148286398437577
"Oscar","Boniek Garcia","Oscar Boniek Garcia","HOU",2015,1403,7,4,17.8795746852251,0.571428571428571,3,1.55143879112687,0.169223340191407,1.44856120887313,30,21.0485088651556,3,2.48144231222259,0.518557687777405,4.03288110334947,0.221634113018124,0.0827147437407532,0.206937315553304,0.0172852562592468
"Todd","Dunivant","Todd Dunivant","LAG",2011,NA,12,5,17.56552429675,0.333333333333333,0,1.88061580838316,-0.325973893228143,-1.88061580838316,20,17.94587043885,2,2.15207667739413,-0.152076677394128,4.03269248577728,0.15671798403193,0.107603833869706,-0.15671798403193,-0.00760383386970642
"Amobi","Okugo","Amobi Okugo","PHI",2014,NA,29,7,16.445663285069,0.172413793103448,2,2.77427495948741,-0.119976384968504,-0.774274959487408,12,22.2395554276667,2,1.25811969726367,0.741880302736327,4.03239465675108,0.0956646537754279,0.104843308105306,-0.0266991365340485,0.0618233585613606
"Jair","Benitez","Jair Benitez","FCD",2014,NA,10,2,30.35620653,0.4,0,0.668788984108325,-0.531989308603172,-0.668788984108325,25,16.96188036608,3,3.35988722876996,-0.359887228769964,4.02867621287829,0.0668788984108325,0.134395489150799,-0.0668788984108325,-0.0143954891507985
"Edson","Buddle","Edson Buddle","COL",2014,NA,33,9,20.1139373499394,0.0303030303030303,2,2.93519446847038,-0.252866797973801,-0.935194468470378,17,22.5940073117647,1,1.09019614945068,-0.0901961494506752,4.02539061792105,0.0889452869233448,0.0641291852618044,-0.0283392263172842,-0.00530565585003972
"Vitor","Gomes Pereira Junior","Vitor Gomes Pereira Junior","LAG",2012,NA,52,20,29.6679841062308,0.211538461538462,7,2.37439723131553,1.51122893445775,4.62560276868447,23,24.0504588552174,2,1.6477338608743,0.352266139125699,4.02213109218983,0.0456614852176063,0.0716406026467087,0.0889538993977783,0.0153159190924217
"Marcelo","Sarvas","Marcelo Sarvas","LAG",2012,NA,41,11,24.9720268994146,0.292682926829268,2,2.53755191453224,-0.0342295879776335,-0.537551914532239,25,25.30696903292,1,1.48277588832055,-0.482775888320548,4.02032780285279,0.0618915101105424,0.0593110355328219,-0.0131110223056644,-0.0193110355328219
"Will","Johnson","Will Johnson","RSL",2012,NA,36,18,25.6697642455278,0.305555555555556,3,2.64413043385941,0.528177577631753,0.355869566140587,14,20.9268686864286,2,1.36574967828489,0.634250321715113,4.0098801121443,0.0734480676072059,0.0975535484489205,0.00988526572612741,0.0453035944082223
"Branko","Boskovic","Branko Boskovic","DCU",2012,NA,20,8,29.204585491,0.25,1,1.10296468446726,-0.0303618131896599,-0.102964684467263,28,19.9365103635714,7,2.89925620066063,4.10074379933937,4.0022208851279,0.0551482342233631,0.103544864309308,-0.00514823422336313,0.146455135690692
"Benny","Feilhaber","Benny Feilhaber","SKC",2013,NA,33,12,25.6490010042424,0.333333333333333,3,2.10215734903378,1.19871611811779,0.89784265096622,32,23.5163204484375,3,1.899946216349,1.100053783651,4.00210356538278,0.0637017378495085,0.0593733192609062,0.0272073530595824,0.0343766807390938
"Clarence","Goodson","Clarence Goodson","SJE",2015,2541,20,7,12.721990231282,0.2,2,2.35096477404488,-0.662049140831487,-0.35096477404488,8,15.1272708096664,2,1.64695586580412,0.353044134195878,3.997920639849,0.117548238702244,0.205869483225515,-0.017548238702244,0.0441305167744848
